trade_id,ticker,trade_date,trade_type,trade_volume,trade_price,total_value,customer_id,broker_id,market,order_type,trade_status,currency,transaction_fee,net_value,trade_execution_time,settlement_date,exchange_rate,commission,exchange_name,account_status
e0f3eab0-5cec-4eb5-add9-68311ca35cfb,NFLX,2022-11-15 17:35:47,sell,289,744.47,806.35,e0c53cb8-3da9-42a9-8ed4-2f1a3d4cbf37,15ed6269-1429-4c07-b26b-4776913e4de2,NYSE,buy,executed,JPY,12.45,935.67,sign,2024-05-23 05:45:22,1.03,37.33,NASDAQ,locked
c2b6d2c5-fa5d-4100-91b7-e948d0e6e660,FB,2024-10-15 09:07:54,sell,542,220.2,796.82,a8e56e0c-20de-435d-a031-d750c40db9b4,2a45c2ab-8cbf-4db0-b264-accc79ac1b1e,NYSE,buy,canceled,USD,39.11,465.06,evidence,2024-09-29 17:53:24,1.1,31.79,NASDAQ,locked
f6e07cc0-6c52-449f-9b49-bd26df57c59a,NFLX,2022-01-22 08:29:58,sell,579,746.24,1309.0,badcc32a-c159-4f53-8a0f-4efbedcd465e,4fcca39a-b683-42e6-b37e-a2dfb09b2a5c,NASDAQ,buy,canceled,EUR,46.27,907.17,inside,2023-06-08 11:55:55,1.17,17.2,OTC,active
7394988f-847f-49b4-a64d-1bcb702753a1,FB,2021-04-15 06:24:29,buy,665,308.86,870.53,568cc69b-1064-405c-b985-c3cf3f76be1d,3ae8cc93-8dcd-4d03-969b-666205628059,NYSE,buy,executed,EUR,35.13,213.03,per,2022-02-17 12:16:47,0.94,24.82,NYSE,active
a18ff6b6-b535-406e-922c-9a5601d74256,AAPL,2020-10-04 05:37:38,buy,345,1189.03,174.66,080aadfb-e7c9-4b26-9141-25c63a9bedd4,839fbc50-1223-4513-9496-f63cdc1110c1,NASDAQ,sell,canceled,USD,10.93,1139.58,economy,2022-08-17 12:27:03,0.95,18.78,NASDAQ,locked
8a0b3c33-36d8-493a-bc44-1fe7ab4220a7,AMZN,2021-05-20 09:34:02,sell,190,104.18,189.79,922fe15a-e1e3-4b63-af7d-dc76b92da22b,c8dcd19f-3e35-4128-b900-f7f993829b43,NYSE,sell,canceled,EUR,17.71,1412.4,material,2023-09-21 00:16:19,1.05,16.82,NASDAQ,locked
a8b317fa-18d0-452b-9825-bc5430beb45f,AAPL,2023-12-04 13:11:13,sell,283,183.07,330.79,778eedb3-693d-4fbc-ac6f-a6115ab33edf,ac619e63-0dde-49a6-baa4-b71add2467ac,NYSE,sell,executed,JPY,14.47,657.65,ready,2021-02-04 02:14:58,0.92,27.21,NYSE,on-hold
56dc8907-ba6c-44ab-a712-303a0f844fef,AAPL,2021-03-09 19:22:14,buy,436,481.58,665.72,894a05e4-30b1-47ef-b10c-0c003fa7f104,2ef91276-6c00-4f61-a3e2-fcb472d8567d,NYSE,buy,executed,JPY,1.45,1488.95,family,2024-03-11 15:43:49,0.86,22.09,OTC,on-hold
134c6c92-ec5b-427c-9fde-4fbf3ff350bf,AAPL,2024-01-11 01:54:15,sell,207,270.16,1440.05,8ce21ea3-db20-456e-9c81-5fe7ceda8bbb,ffd0f9d5-a6f2-47b8-8cf3-5b5819108be5,OTC,buy,executed,USD,38.31,1075.15,now,2020-05-20 04:06:22,1.15,9.98,NYSE,active
c0e9ab30-ed26-42e9-97e0-11b7f8102383,FB,2022-04-08 17:24:48,sell,558,1314.95,1007.65,7b3a4e3e-7c52-4a17-a80a-c07a2a935d62,e7067ef4-66aa-4385-9d59-ba7136b82481,NYSE,sell,executed,JPY,47.41,742.42,artist,2021-08-28 19:54:52,1.0,8.16,NASDAQ,locked
63f2ae24-fc3d-4348-808d-4127610461e3,FB,2022-07-07 06:39:15,sell,815,122.53,616.43,747b6dba-c8fe-4ccd-88b8-d9c6ed3049cf,f512c4c3-b253-4218-ac4a-37ea490617f2,NASDAQ,buy,executed,USD,27.46,518.78,side,2024-12-26 00:46:15,0.8,33.35,NYSE,active
27a0c3d7-7c96-4f79-b7e9-9acaa97065e1,GOOGL,2021-11-15 07:29:32,buy,573,1237.06,845.58,0ef8c2d6-f7fd-4646-b7bb-3eec4bf50b52,0f9aea4b-8acd-4e10-bc59-4585944528c0,NASDAQ,sell,pending,USD,20.73,1034.26,small,2022-12-04 15:45:03,1.1,22.63,NYSE,on-hold
7a0ecfea-958c-49ba-8cd6-20c20ea2622b,AMZN,2024-07-14 14:55:22,sell,728,316.72,810.2,284d82e5-87f7-41fb-9a4b-d9caeb5cf467,14822f53-8201-4c62-b5f5-9b220e8fa8e0,OTC,sell,canceled,USD,20.11,1385.09,today,2021-11-02 15:47:41,0.91,28.11,NYSE,on-hold
acdabacc-1165-4210-9854-3881118a9d29,NFLX,2022-04-05 01:45:17,buy,4,493.83,363.71,e3e9de99-f10c-418b-9eb0-e38a675dd5af,98326856-9434-4a03-bf07-f81491d63f78,NYSE,sell,canceled,EUR,30.6,376.27,among,2020-12-15 00:48:25,1.16,5.8,NYSE,on-hold
90b2b633-956b-4c0c-a849-9b926b5252e3,AAPL,2024-09-14 13:11:09,sell,837,1418.07,745.61,344a54b8-42c1-4a62-af48-e8d550fd9d3f,3d1a85dd-506e-4a9a-b758-588dab73295b,NASDAQ,sell,executed,USD,15.82,1192.41,evidence,2023-08-16 23:36:46,0.97,41.12,NASDAQ,on-hold
4ccc9bc2-a53f-4a28-abf3-e3fc21813d25,GOOGL,2024-02-23 20:48:59,buy,38,279.54,197.11,ef8c485b-c07a-40f2-add4-253b50f0fd0a,9f044aed-7552-4327-8262-7f7312922f83,NASDAQ,buy,executed,USD,8.66,1201.28,order,2021-02-08 22:49:25,0.88,44.54,NASDAQ,locked
8181a8cc-3691-47eb-89a2-688b12c136e0,FB,2022-07-07 06:27:26,sell,640,630.57,117.04,e1805081-5958-4499-aeea-163e21e8ac68,5e9953d2-3e89-4c64-a117-dac3119c4ea3,NASDAQ,sell,pending,EUR,24.58,209.87,feel,2021-08-07 10:08:15,1.14,43.2,NASDAQ,active
b41b3143-8b10-450c-9570-4f32702cdd20,FB,2022-10-31 04:59:38,buy,624,1295.03,631.69,ce9e1a11-fcbb-4e59-bbdd-cf7c9c96e9ec,aaf91531-0200-41f0-8768-a84fa76afde6,NASDAQ,buy,pending,JPY,2.12,1415.0,technology,2024-12-22 09:49:29,1.18,47.22,NASDAQ,active
1a84a51a-a9d3-47c7-ae87-905e4ca415ea,TSLA,2021-05-26 13:09:08,sell,793,1322.21,925.07,1b66b5a9-e3c4-4657-9d8c-bbac43b409ef,45b89cd9-27cb-4f2a-8da0-1097be0f051b,OTC,buy,canceled,JPY,25.55,1389.86,father,2022-01-18 17:21:58,1.09,31.44,OTC,active
afffcfd2-341e-440b-97c7-00aab7b56ea7,AAPL,2022-07-03 11:44:50,buy,860,1211.25,241.38,e7c421c7-4049-4b71-bd10-6c6081627cf1,17a0df49-0d01-480f-989a-40c0e87d1c78,OTC,buy,executed,JPY,20.1,358.73,protect,2023-11-11 07:46:47,1.04,11.35,NASDAQ,active
00e85ece-0b49-452d-86d4-83f3d450281c,GOOGL,2023-02-04 15:27:33,sell,557,170.13,215.7,fad409e2-a319-4cb4-a17d-65a0c56811cd,711c21c9-bdc1-4f1f-a95d-6fbf430f801d,OTC,buy,pending,EUR,29.69,1265.56,ok,2023-11-24 02:19:44,0.8,39.91,OTC,locked
13432e61-1ca3-4448-8279-b6a68f9797b0,AMZN,2021-07-11 09:58:27,sell,973,459.53,846.41,5e84f058-d5a8-44eb-8939-23de8babce3b,6e068097-25e9-4977-8d72-48e2951f58d0,OTC,sell,canceled,USD,22.13,956.45,care,2020-08-12 06:40:01,1.03,27.67,OTC,on-hold
eededb07-e623-4689-9d59-cd2a4eea04e7,MSFT,2020-08-06 06:27:30,buy,75,127.32,473.6,ae9bec36-35c7-436c-9b99-62c6e61fecc0,5a8aaeca-1a50-4ec3-aabc-25fa3fe12e47,NYSE,sell,canceled,USD,2.13,1468.11,state,2025-01-07 19:37:19,0.98,6.37,NYSE,locked
f94d6204-6808-493f-9fed-2c43e256a6dc,TSLA,2021-07-28 12:00:47,sell,800,938.32,1054.6,dd56cc94-3c9a-414c-ae0c-aeb5ecfedb99,cf8ebc5a-ccc5-4569-b9e8-a3692999b735,NASDAQ,sell,pending,EUR,14.72,1049.5,cost,2023-10-07 06:34:50,1.04,25.59,NYSE,active
ecab3301-bc8f-4d29-adea-94930658663a,AAPL,2023-01-31 09:13:28,buy,604,1014.1,322.86,cd5f4822-6966-48aa-ae49-f329c84a7b28,cf8d446a-bc2c-4b0d-9d33-4cc7ab7f089a,OTC,sell,pending,JPY,7.53,965.12,energy,2022-07-12 06:09:24,1.1,7.55,OTC,active
1bac27a7-b386-47a4-8991-603f28c13091,NFLX,2023-07-06 20:03:33,sell,463,458.76,713.16,787f2425-dbcc-4477-89e9-db0adf465290,eb1fa9f2-d10b-41d0-b317-347038f16a81,OTC,sell,pending,EUR,5.17,434.75,magazine,2023-03-26 16:06:10,0.95,38.13,OTC,active
df0f06cb-cb9b-4326-920e-ac174e20fd1a,AAPL,2022-03-12 10:25:51,buy,313,873.08,878.47,3170f437-a8f7-4f5a-860e-df5b39118497,dd463c09-4752-47aa-9408-f9ac6601ddd0,NASDAQ,sell,executed,USD,24.42,422.81,available,2022-08-19 12:44:57,1.02,5.18,NYSE,locked
6651529e-8268-490b-a438-25b559e4b671,AAPL,2024-10-26 06:49:26,sell,318,549.42,583.98,1d870966-0710-4430-b071-d87954c63cd8,2db69edb-42de-4fcc-b86c-2ca2e08596db,NYSE,buy,executed,USD,2.58,1100.81,partner,2022-07-08 02:17:16,1.11,1.49,OTC,on-hold
6f3f920c-98b8-44cc-9bc0-44fc09cb3942,MSFT,2023-03-14 07:58:48,buy,720,113.05,804.71,6fb78271-504d-481f-8953-5b63ba81edd9,1d9af659-82ec-4f2d-bbf6-e16f9b3080d5,NASDAQ,sell,canceled,USD,35.45,1438.91,image,2025-02-28 17:12:06,0.95,14.26,NASDAQ,on-hold
b572f3d0-0b5c-4a6a-8135-7e8c30a900ad,NFLX,2023-12-20 02:29:11,sell,384,1259.84,1147.57,ce777f00-ecf2-4e76-8519-7ff4006ed6e3,f0b5156b-b82c-4074-afd5-dea589d7fd6c,NASDAQ,buy,pending,EUR,29.05,1183.34,site,2021-12-07 11:41:07,1.08,42.55,OTC,on-hold
f2e9702d-11e9-4daa-ae69-81a35d3d9e56,GOOGL,2023-01-25 05:10:48,buy,329,978.82,1114.65,d9178793-a9d3-42e6-905c-c6869f871ce7,4ce1eb90-e669-4833-b841-d0a01fe771d6,NYSE,sell,pending,JPY,23.15,1254.81,movement,2022-11-21 05:37:01,0.84,34.74,NASDAQ,locked
6703b636-5380-4904-a88c-7015aab97e49,MSFT,2022-10-09 21:19:50,sell,146,269.82,644.74,6ba25efe-311c-4eb6-a095-eef68dedf9fb,ad64b56c-610f-4a3f-b0bb-ac67aa38d0a1,NYSE,buy,executed,JPY,28.76,134.66,smile,2021-09-27 00:06:00,1.11,14.67,NASDAQ,active
67f48ad5-4d0b-4d1a-91b0-e1d99d9262af,TSLA,2024-12-01 16:50:26,sell,836,1027.79,313.24,49732d6c-4dca-4fb7-801a-9a8bd56f0350,9479e1e6-c927-4d9b-ae0d-264835ce8841,NYSE,sell,canceled,USD,31.76,715.12,policy,2022-12-31 12:19:31,0.94,42.86,NASDAQ,active
acf5e81e-7131-4269-b118-e36477097749,MSFT,2022-01-28 06:24:45,sell,978,1035.43,663.97,e6b3c944-cb32-4e35-b922-bac282dc4c8e,2b70e525-bc67-4831-8bc8-4759f5b78cc7,NASDAQ,sell,executed,EUR,38.27,488.2,reason,2020-12-23 18:29:40,1.06,45.92,NYSE,on-hold
a2086977-a9f2-4336-83f4-a9a948a639d0,NFLX,2023-02-09 17:07:45,buy,174,816.96,861.8,c04a96c4-f3b6-4fe1-9184-332417e8392a,39820cff-4f77-4665-ac3c-56403c20592f,NYSE,sell,canceled,USD,28.41,1440.73,sure,2021-12-13 23:53:06,1.16,21.83,NYSE,locked
3eae0032-0bd4-4990-8640-be0f25b8fd4b,MSFT,2024-04-19 12:24:52,sell,470,1449.42,864.23,12a4def0-c4bb-47a9-9988-68dd9c7c7377,a1384ddc-e2d9-4e5d-aa18-ce4c74962764,OTC,sell,executed,JPY,1.79,1096.76,parent,2021-11-29 09:49:22,1.12,8.44,NASDAQ,on-hold
7e8f8095-624c-49b6-b244-45a7b7e58481,FB,2023-08-28 23:57:30,sell,368,1153.56,573.55,b00805cc-a7f3-4ae9-a5c7-3c443e75c3b4,dc45d539-c03f-4538-a485-5aa1016b6287,OTC,sell,canceled,EUR,2.32,475.72,speech,2021-03-01 11:24:21,1.11,34.89,OTC,locked
2d06e8cf-3805-4907-acd6-6193c7468f59,MSFT,2024-08-30 13:24:37,sell,361,893.56,938.67,3fcb7546-8eb2-4579-8cdb-1ca476ecbdd6,74daaebf-1f11-4b76-992c-9227eadf5085,OTC,buy,executed,USD,38.55,1328.09,cell,2024-03-17 21:59:31,0.94,27.54,NYSE,on-hold
8f15ba58-fce6-4504-87f8-424daae65fc1,MSFT,2022-12-16 03:07:53,buy,594,815.1,1364.8,714c7df4-e434-4d51-8158-1092f335cba3,e45b712e-b822-4688-90a4-44329cd6c852,NASDAQ,buy,canceled,EUR,1.06,861.74,mother,2023-11-21 03:46:41,1.08,34.66,NYSE,locked
722764e6-8c41-461b-a827-a1b9d4a02e53,NFLX,2021-08-11 19:21:16,buy,271,1228.65,275.94,7337c599-7984-4388-9c8a-ee30be6033f7,d701410d-3f4b-4a70-8074-718e425a609f,NYSE,sell,canceled,EUR,21.85,418.94,public,2022-08-13 21:30:50,1.19,4.27,NASDAQ,on-hold
7c0e8cd8-8573-4793-8715-b2b9c40c5d91,FB,2022-04-17 15:08:45,buy,282,243.61,626.47,b6aae05b-13d5-42f7-b09b-7d97464c04af,55fa1ab8-458f-4f19-bc07-c57449257af1,OTC,buy,executed,JPY,6.07,478.68,front,2024-11-07 12:21:00,0.8,6.65,OTC,on-hold
3b33f3d8-269c-4696-a36c-7b8714a0bccb,TSLA,2023-07-08 08:51:45,sell,169,500.94,977.97,36c59dac-b4d7-428e-a71e-3ee2b1a6b1f1,54b4a482-6858-4eba-aa34-c85410714d51,OTC,sell,executed,JPY,48.75,335.94,occur,2024-03-21 21:30:55,1.18,12.45,OTC,on-hold
d5385b0e-34f3-493c-8ff0-a55c6a702e2f,MSFT,2023-10-31 15:51:09,buy,757,1069.01,1209.09,95863a76-c511-45ff-a7a3-7e8163b4c08b,db52ca58-0500-4bc6-b20d-cb6ef2311f17,NYSE,sell,executed,EUR,0.64,765.63,up,2025-02-25 22:15:53,0.81,49.6,NASDAQ,on-hold
f1578470-0182-47c4-ba1b-58066160a6b4,TSLA,2023-04-02 04:43:07,sell,438,1136.96,1117.73,da7b9095-63d6-4a39-80e3-befd4c71e0fe,6b44fa8d-d5f2-4073-b414-02b1e4429ebb,OTC,sell,pending,EUR,20.75,1338.24,nothing,2024-11-26 02:15:26,0.99,26.15,OTC,active
3875394c-e5d6-46e6-9a6e-c2f5ccc42903,TSLA,2024-05-30 04:42:35,buy,762,976.99,1106.95,7c5308bf-6f92-425e-85df-16b6382c043f,ab3b4d37-560c-45ee-a38c-254c076e2bba,OTC,sell,canceled,USD,25.3,1266.95,respond,2023-09-12 11:43:01,1.16,21.2,NYSE,locked
77a6e17c-d72b-4108-aa40-5f12b963f37f,AMZN,2021-05-05 20:17:56,sell,983,378.68,1211.74,06e745f9-88bc-439c-9f4c-3b79fb10987f,907bfe36-9786-48f8-a4de-82e6e82c7d7b,OTC,buy,canceled,JPY,24.92,1183.07,recognize,2020-06-27 12:33:23,1.18,24.33,NYSE,active
22bd3388-6db9-4102-a48b-3dbe157d94a1,NFLX,2024-03-08 18:24:45,buy,153,991.04,1080.84,610cf373-4299-4aa4-8cdf-742b2e85cb21,53ac2ab9-7467-4cd9-b62f-5e5c53cd6268,OTC,buy,pending,EUR,0.97,796.06,green,2023-06-26 05:22:50,1.17,44.44,OTC,locked
d4f8fd72-f382-4cfd-8083-b73a473bd358,TSLA,2023-11-05 01:49:59,buy,447,523.62,465.28,78660765-14f7-4e8d-95bc-b8d04094dded,0d557b61-8a17-4dfe-bfc0-0dc804f64d86,OTC,sell,pending,JPY,41.83,797.46,hard,2022-03-01 22:53:50,0.86,41.24,OTC,active
f510ab53-c7fe-439f-9190-f938a66fd7f7,FB,2020-08-07 09:32:43,sell,462,1373.17,809.55,3f4df561-f319-4125-87f1-94f9c1156d6d,9f0fda8d-0537-4ff6-96d7-b3b833094d35,NASDAQ,buy,canceled,JPY,42.7,1375.63,claim,2022-04-15 10:52:52,0.89,40.23,NASDAQ,locked
1d48a071-ab61-47b1-b93b-4c3220500494,GOOGL,2025-01-20 12:18:02,buy,248,1086.75,1379.85,b31022f0-770c-4798-b7cc-863bf2a03459,2af43ab7-5e6f-4a07-8453-6f1d41992fdf,OTC,sell,pending,EUR,16.08,890.84,police,2021-03-26 03:52:14,1.1,25.91,NYSE,active
f6f7f0cc-29ec-4e49-91bd-b8c0c71d5e60,NFLX,2022-11-26 16:25:26,sell,36,1297.04,708.32,edcb8cb6-0692-4c63-9424-aed51bac5c15,e87466d7-ad66-41bd-9367-6a024fdc6e1b,NYSE,sell,pending,EUR,6.26,400.42,how,2023-08-19 16:22:46,1.13,15.4,NYSE,on-hold
13748146-32c5-4d89-b70b-3420f1043785,MSFT,2022-04-28 19:50:37,buy,107,1340.79,713.89,4d3485c5-c5c1-4eb4-b27b-3d901a16342c,ce3714af-99b4-4350-af2b-99b4d9acd158,OTC,sell,pending,JPY,0.73,862.12,camera,2025-01-26 14:40:14,1.04,28.68,NASDAQ,on-hold
8861fe18-58e2-4888-8a83-81bec85aca46,GOOGL,2023-11-26 05:51:38,sell,814,128.13,159.98,8186a576-11a7-4609-9edd-bbbfa9597663,d97dc9cd-033d-4bce-975a-ed2ca5c5650c,NASDAQ,buy,executed,USD,44.66,291.73,kitchen,2024-06-05 07:46:10,1.17,26.84,OTC,on-hold
5cb85aed-f5f6-4c97-aefb-63b11b049863,AMZN,2024-03-02 16:19:53,buy,515,159.0,1167.92,2d174fc9-6f7c-45ea-a72a-6d8eb5122df8,a6846099-f729-4951-8591-31d2bbda0242,OTC,sell,canceled,JPY,19.09,976.45,expect,2024-11-01 08:45:41,1.14,42.51,NASDAQ,locked
6f81cf4f-7701-47bb-bbc6-7e1fc64ee6e3,MSFT,2022-07-17 04:42:11,buy,347,904.52,893.92,d4aac9a3-3ed8-456c-9a09-dfa052828d80,e1b294de-4767-476c-962f-8a24ef43613c,NASDAQ,sell,pending,EUR,29.51,375.42,little,2022-05-01 23:27:24,0.99,11.21,OTC,active
9c3eb2d5-91e1-4a96-b6f7-2255c01f36bf,MSFT,2023-06-25 19:10:18,buy,426,716.12,772.78,d9d80b8d-7e8a-4ee7-8758-e201561e16d1,364d7c87-7cd0-429d-ae8d-0e87533420e6,NYSE,sell,pending,USD,11.69,100.68,hear,2022-06-15 23:49:59,1.07,21.5,NYSE,locked
989d9d4a-e15c-4666-8797-b2c957207246,AMZN,2022-08-10 15:45:33,sell,333,1485.19,871.49,f2b43abf-8441-4efd-8299-436a8e485223,b856d035-3dc9-4290-95ea-bb2730e912f2,NYSE,sell,canceled,USD,46.46,899.93,investment,2024-05-31 06:41:09,0.97,33.55,NYSE,locked
b0cbc61f-3d85-4e89-8217-14298e200724,AAPL,2024-04-22 11:45:22,sell,77,815.19,759.19,72bb912d-7da6-4785-b63b-4dc3a559e463,4b5305e5-17d2-482e-846a-0df5cafda613,NASDAQ,buy,executed,USD,22.15,576.09,do,2023-09-12 18:00:52,1.17,16.16,NYSE,locked
a9f948b2-4e63-44bb-be49-3f43b118f68d,AMZN,2025-03-16 03:36:31,sell,282,134.73,940.81,87ea7ff5-8db0-4746-b927-99735e781fd7,bef59fe6-ff23-4d5f-aced-d15d58007c02,OTC,sell,executed,USD,38.5,1012.73,oil,2023-01-27 01:16:05,1.06,46.7,NYSE,active
455ac762-7428-4656-b3ee-4d3b5a104129,GOOGL,2022-11-12 23:08:54,sell,680,1099.36,1461.98,b8a6171f-1ee3-4dc4-bb04-8a8b405bfdc9,be2d740a-1e9b-43bc-90c7-c006314d3441,NYSE,sell,canceled,EUR,19.86,1159.93,north,2021-10-31 13:27:15,0.87,36.8,NYSE,on-hold
7bf47042-bd15-41c8-b764-fbda3108d448,AAPL,2022-08-11 08:59:15,sell,149,406.57,662.21,c29cfc0c-fa02-4aec-96ef-2ad6b97e6703,fb02bebb-4872-4a4d-98c7-472a864e9a13,NYSE,buy,pending,JPY,11.3,938.17,black,2021-11-28 10:08:13,0.92,32.48,NASDAQ,active
2defe193-5c62-43a2-ba3c-563e4bd6cee6,AMZN,2022-10-30 10:23:11,buy,199,272.74,794.05,2067bdac-88bd-43d1-b540-b30e039f3a25,0df56ac6-f96b-448a-8ba6-eab94639447b,OTC,buy,pending,USD,13.41,653.16,on,2022-09-28 22:58:04,0.81,30.13,NASDAQ,active
a34b6cf6-2053-4a42-b1af-db65b289f224,AAPL,2024-06-07 10:14:59,buy,593,1140.27,1112.45,92f5df7b-0323-4342-9f6a-8f931a432f0a,70c2903f-7a8d-43aa-b82a-65e048ca7651,NYSE,buy,canceled,USD,4.48,311.32,grow,2021-10-29 02:49:57,0.97,9.84,OTC,active
f0e98b3b-40a2-4c60-8d27-0659f72ada9b,AAPL,2024-04-27 13:45:05,buy,250,274.97,1477.8,6694c343-10ba-48e3-9276-2bdc1d34d08e,a1235a8c-93b7-4886-92f7-0c977de31a51,OTC,sell,executed,USD,0.46,176.24,rich,2020-09-17 21:03:48,1.11,3.93,NASDAQ,locked
90164161-cfa7-41cd-a631-d00b26d794d3,AAPL,2022-11-04 07:17:57,buy,745,983.83,210.51,1e52d770-3f89-4142-be71-6b1415ce6a66,9b37a22b-6a8a-416f-83b2-90d08edddfcd,NYSE,buy,pending,JPY,4.81,374.13,pick,2022-03-06 12:08:00,1.17,46.04,NASDAQ,locked
